交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20200816009130193000410016133473	","20200816009360020000410004340308	",2020/8/16 9:29,2020/8/16 9:29,2020/8/16 9:29,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081622001447411440817362	","20081630426767153811	",2020/8/16 9:29,2020/8/16 9:29,2020/8/16 9:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,淮南牛肉汤(百官广场店)外卖订单    ,13.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200816350209648411 	","                    	",2020/8/16 2:35,                    ,2020/8/16 2:35,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.15-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200815009130193000410015580845	","20200815009360020000410003931825	",2020/8/15 16:37,2020/8/15 16:37,2020/8/15 16:37,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081522001447411440796647	","20081530426356671311	",2020/8/15 16:37,2020/8/15 16:37,2020/8/15 16:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,火星炸货铺(绍兴上虞店)外卖订单    ,17,支出      ,交易成功    ,0,0,                    ,已支出      
"20200815009130193000410015177499	","20200815009360020000410003774271	",2020/8/15 11:43,2020/8/15 11:43,2020/8/15 11:43,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081522001447411440295809	","M20200815279467999  	",2020/8/15 11:43,2020/8/15 11:43,2020/8/15 11:43,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,276,支出      ,交易成功    ,0,0,                    ,已支出      
"20200815009130193000410014956797	","20200815009360020000410003807015	",2020/8/15 11:19,2020/8/15 11:19,2020/8/15 11:19,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081522001147411440792424	","T200P1180618625540833850	",2020/8/15 11:19,2020/8/15 11:19,2020/8/16 19:56,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙大力水手联名 夏季新款单肩斜挎包87/88/89,88,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081522001147411440283518	","T200P1180618113415833850	",2020/8/15 11:18,                    ,2020/8/15 11:20,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙大力水手联名 夏季新款单肩斜挎包87/88/89,88,        ,交易关闭    ,0,0,                    ,         
"20200815348476846411 	","                    	",2020/8/15 2:07,                    ,2020/8/15 2:07,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.14-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200814009130193000410014864255	","20200814009360020000410003503479	",2020/8/14 20:11,2020/8/14 20:11,2020/8/14 20:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081422001447411440166001	","21P2088721085226061W03_20200814201104854351	",2020/8/14 20:11,2020/8/14 20:11,2020/8/14 20:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,益丰大药房连锁股份有限公司   ,二维码支付               ,42.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200814337456299411 	","                    	",2020/8/14 2:33,                    ,2020/8/14 2:33,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.13-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200813009130193000410013829798	","20200813009360020000410002964453	",2020/8/13 23:11,2020/8/13 23:11,2020/8/13 23:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081322001447411439238561	","20081370072314799107	",2020/8/13 23:11,2020/8/13 23:11,2020/8/13 23:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,21.61,支出      ,交易成功    ,0,0,                    ,已支出      
"20200813009130193000410014034971	","20200813009360020000410002952241	",2020/8/13 22:27,2020/8/13 22:28,2020/8/13 22:28,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081322001447411439285995	","11220600720081383617309989918	",2020/8/13 22:27,2020/8/13 22:27,2020/8/13 22:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,益丰大药房(国和路店)         ,38.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200813009130193000410013161253	","20200813009360020000410002509384	",2020/8/13 9:59,2020/8/13 9:59,2020/8/13 9:59,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081322001447411438108418	","20081370071542096407	",2020/8/13 9:59,2020/8/13 9:59,2020/8/13 9:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,淮南牛肉汤香酥牛肉煎包(国和路店)外卖订单,27.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200813114886624105 	","202008131002300004410002444277-NORMAL_BUY	",2020/8/13 9:08,2020/8/13 9:08,2020/8/13 9:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,平安养老保险股份有限公司    ,理财买入-平安养老富享安悦366    ,5000,支出      ,交易成功    ,0,0,                    ,已支出      
"20200812009130193000410012419199	","20200812009360020000410001926815	",2020/8/12 10:01,2020/8/12 10:01,2020/8/12 10:01,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081222001447411438055733	","227841871644        	",2020/8/12 10:01,2020/8/12 10:01,2020/8/12 10:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,8.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20200812009130193000410012397212	","20200812009360020000410001886586	",2020/8/12 9:58,2020/8/12 9:58,2020/8/12 9:58,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081222001447411437120556	","b93fae0b8057463f9de7a9ee16fc8458	",2020/8/12 9:58,2020/8/12 9:58,2020/8/12 9:58,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,25.4,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081222001147411437660377_1174322752742833850	","T200P1174322752742833850	",2020/8/12 0:25,                    ,2020/8/12 0:25,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,退款-TYAKASHA塔卡沙马戏团系列 2020春季新款基础款宽松短袖T恤男女,127.81,收入      ,退款成功    ,0,0,                    ,已收入      
"20200812009130193000410012090545	","20200812009360020000410001768780	",2020/8/12 0:25,2020/8/12 0:25,2020/8/12 0:25,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"20200812009130193000410012099859	","20200812009360020000410001774048	",2020/8/12 0:25,2020/8/12 0:25,2020/8/12 0:25,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"20200812009130193000410012274511	","20200812009360020000410001809323	",2020/8/12 0:25,2020/8/12 0:25,2020/8/12 0:25,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081222001147411437567909	","T200P1174322752743833850	",2020/8/12 0:25,2020/8/12 0:25,2020/8/16 19:47,淘宝        ,支付宝担保交易         ,南极人官方旗舰店        ,【风尚价】南极人内裤男冰丝夏季薄款透气四角裤石墨烯抗菌运动无痕平角裤FD 等多件,84.84,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081222001147411437618968	","T200P1174322752746833850	",2020/8/12 0:25,2020/8/12 0:25,2020/8/16 19:50,淘宝        ,支付宝担保交易         ,回力江渚专卖店         ,回力小白鞋女帆布鞋女秋季松糕厚底女鞋韩版街拍学生系带板鞋,52.66,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081222001147411437660377	","T200P1174322752742833850	",2020/8/12 0:25,2020/8/12 0:25,2020/8/12 0:25,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙马戏团系列 2020春季新款基础款宽松短袖T恤男女,127.81,支出      ,交易关闭    ,0,0,                    ,已支出      
"20200811009130193000410012060830	","20200811009360020000410001761449	",2020/8/11 23:11,2020/8/11 23:11,2020/8/11 23:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081122001447411436406203	","c6fca1ea78df4d68a2ca567b11e95e54	",2020/8/11 22:52,2020/8/11 22:52,2020/8/11 22:52,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,18.75,支出      ,交易成功    ,0,0,                    ,已支出      
"20200811009130193000410011424979	","20200811009360020000410001323834	",2020/8/11 9:42,2020/8/11 9:42,2020/8/11 9:42,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081122001447411437100435	","d831164165f343d4bbf646e21217eee2	",2020/8/11 9:41,2020/8/11 9:41,2020/8/11 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,22.42,支出      ,交易成功    ,0,0,                    ,已支出      
"20200811009130193000410011428724	","20200811009360020000410001284118	",2020/8/11 8:00,2020/8/11 8:00,2020/8/11 8:00,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081122001447411437031097	","V2008620201596887529080625	",2020/8/11 8:00,2020/8/11 8:00,2020/8/11 8:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蜂巢科技            ,租借金额大于99，则扣除押金      ,99,支出      ,交易成功    ,0,0,                    ,已支出      
"20200810009130193000410011197273	","20200810009360020000410001129873	",2020/8/10 22:04,2020/8/10 22:04,2020/8/10 22:04,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"20200810200040011100410067741654	","                    	",2020/8/10 21:34,2020/8/10 21:34,2020/8/10 21:34,支付宝网站     ,即时到账交易          ,装富有(庄宜成)        ,转账                  ,1000,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2020081029020841410104881448	","                    	",2020/8/10 21:33,2020/8/10 21:33,2020/8/10 21:33,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2020年08月账单   ,1241.92,        ,还款成功    ,0,0,                    ,资金转移     
"20200810009130193000410010791721	","20200810009360020000410001097471	",2020/8/10 21:31,2020/8/10 21:31,2020/8/10 21:31,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020081022001447411436071628	","cc7ee87127b64e0b88839f94138a3783	",2020/8/10 21:09,2020/8/10 21:09,2020/8/10 21:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,19.13,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081022001447411437033949	","SXA1O100918775066   	",2020/8/10 20:40,2020/8/10 20:40,2020/8/10 20:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,7,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081022001447411436071385	","227449979444        	",2020/8/10 9:42,2020/8/10 9:42,2020/8/10 9:42,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,9.2,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080922001447411435338835	","210_202008096840040401851009	",2020/8/9 16:37,2020/8/9 16:37,2020/8/9 16:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-周师傅            ,28.67,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080922001447411435208397	","210_202008096840000001605253	",2020/8/9 16:14,2020/8/9 16:14,2020/8/9 16:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-曾师傅            ,41.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20200809009130125000410009672963	","20200809200040011100020079827335	",2020/8/9 16:14,2020/8/9 16:14,2020/8/9 16:14,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,100,        ,交易成功    ,0,0,                    ,资金转移     
"20200809200040011100020079827335	","                    	",2020/8/9 16:14,2020/8/9 16:14,2020/8/9 16:14,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,100,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2020080922001147411435505225	","T200P1170246083420833850	",2020/8/9 11:04,2020/8/9 11:04,2020/8/12 12:21,淘宝        ,支付宝担保交易         ,醉清风旗舰店          ,性感情趣内衣超骚大码女仆制服床上诱惑衣服火辣服装激情套装女骚,37.83,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080822001447411435646359	","AFPSH10841596895290765012271	",2020/8/8 22:01,2020/8/8 22:01,2020/8/8 22:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(青浦绿地缤纷)     ,KFC_PREAFPSH10841596895290765012271,17.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200808200040011100410066254464	","                    	",2020/8/8 21:46,2020/8/8 21:46,2020/8/8 21:46,支付宝网站     ,即时到账交易          ,大玥仔(周玥)         ,转账                  ,73,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20200808074999824105 	","V220201596887529080624	",2020/8/8 19:52,2020/8/8 19:52,2020/8/8 19:52,其他（包括阿里巴巴和外部商家）,预订交易            ,蜂巢科技            ,资金授权                ,0,        ,信用服务使用成功,0,0,                    ,冻结       
"2020080822001447411434995687	","210_202008086838271301229188	",2020/8/8 17:19,2020/8/8 17:19,2020/8/8 17:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-张师傅            ,28.73,支出      ,交易成功    ,0,0,                    ,已支出      
"20200808009130101000410008309494	","20200808009130501000410034693015	",2020/8/8 1:11,2020/8/8 1:11,2020/8/8 1:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-自动转入            ,142.99,        ,交易成功    ,0,0,                    ,资金转移     
"20200808009130194000410007982985	","20200808001100121100414793147128	",2020/8/8 0:10,2020/8/8 0:10,2020/8/8 0:10,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020080822001447411434436674	","210_202008086837106801877408	",2020/8/8 0:10,2020/8/8 0:10,2020/8/8 0:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-凌师傅            ,34.6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200807200040011100410065618475	","                    	",2020/8/7 23:47,2020/8/7 23:48,2020/8/7 23:48,支付宝网站     ,即时到账交易          ,大玥仔(周玥)         ,转账                  ,62,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20200807009130125000410008321997	","20200807200040011100020078656074	",2020/8/7 23:28,2020/8/7 23:28,2020/8/7 23:28,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,100,        ,交易成功    ,0,0,                    ,资金转移     
"20200807200040011100020078656074	","                    	",2020/8/7 23:28,2020/8/7 23:28,2020/8/7 23:28,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,100,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2020080722001447411434363801	","20200807040609112741461	",2020/8/7 19:52,2020/8/7 19:52,2020/8/7 19:52,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,2,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080722001447411434310150	","20200807040605748841461	",2020/8/7 17:49,2020/8/7 17:49,2020/8/7 17:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,小电充电宝               ,3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200807200040011100410065334956	","                    	",2020/8/7 17:15,2020/8/7 17:15,2020/8/7 17:16,支付宝网站     ,即时到账交易          ,龚慧珏             ,转账到银行卡-转账           ,50,        ,交易成功    ,0,0,                    ,资金转移     
"20200807009130200010410076203470	","LC2020080717143620889023400474186256	",2020/8/7 17:14,2020/8/7 17:14,2020/8/7 17:14,支付宝网站     ,即时到账交易          ,龚慧珏             ,余额宝-转出到余额           ,201.87,        ,交易成功    ,0,0,                    ,资金转移     
"20200807009130125000410007581034	","20200807200040011100020078318666	",2020/8/7 16:29,2020/8/7 16:29,2020/8/7 16:29,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,200,        ,交易成功    ,0,0,                    ,资金转移     
"20200807200040011100020078318666	","                    	",2020/8/7 16:29,2020/8/7 16:29,2020/8/7 16:29,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,200,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200807009130125000410007349485	","20200807200040011100020078248396	",2020/8/7 15:01,2020/8/7 15:01,2020/8/7 15:01,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,18,        ,交易成功    ,0,0,                    ,资金转移     
"20200807200040011100020078248396	","                    	",2020/8/7 15:01,2020/8/7 15:01,2020/8/7 15:01,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,18,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2020080722001147411433965504	","T150P1166908355414833850	",2020/8/7 14:59,2020/8/7 15:01,2020/8/7 15:01,淘宝        ,支付宝担保交易         ,淘票票-电影票         ,《1917》苏宁尊享影城（青浦店）电影票,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080722001447411433514584	","227007832644        	",2020/8/7 9:41,2020/8/7 9:41,2020/8/7 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,12.1,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080722001447411433605067	","cbb19a65e06847ffbfc7f001e30ab289	",2020/8/7 9:38,2020/8/7 9:38,2020/8/7 9:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,20.43,支出      ,交易成功    ,0,0,                    ,已支出      
"20200807396590692411 	","                    	",2020/8/7 5:23,                    ,2020/8/7 5:23,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.06-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020080622001447411433967357	","210_202008066835346501221950	",2020/8/6 21:04,2020/8/6 21:04,2020/8/6 21:04,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-潘师傅            ,15.97,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080622001447411433923059	","20080670066090256407	",2020/8/6 21:00,2020/8/6 21:00,2020/8/6 21:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,22.61,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080622001447411433334787	","226898446944        	",2020/8/6 17:06,2020/8/6 17:06,2020/8/6 17:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,16.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080622001447411432844428	","226823257544        	",2020/8/6 9:41,2020/8/6 9:41,2020/8/6 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.7,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080622001447411433076132	","20080670065485393007	",2020/8/6 8:40,2020/8/6 8:40,2020/8/6 8:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,山东杂粮煎饼北京软鸡蛋饼外卖订单    ,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080522001447411433100726	","acae352c10c94f45a59b6b343c66973d	",2020/8/5 19:50,2020/8/5 19:50,2020/8/5 19:50,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,14.6,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080522001447411432435177	","20080570065170578107	",2020/8/5 19:41,2020/8/5 19:41,2020/8/5 19:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,阿拉丁麻辣烫(中原麻辣烫必吃店)外卖订单,18.54,支出      ,交易成功    ,0,0,                    ,已支出      
"20200805009130125000410005686183	","20200805200040011100020076663591	",2020/8/5 13:21,2020/8/5 13:21,2020/8/5 13:21,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50,        ,交易成功    ,0,0,                    ,资金转移     
"20200805200040011100020076663591	","                    	",2020/8/5 13:21,2020/8/5 13:21,2020/8/5 13:21,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,50,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2020080422001447411431394979	","20080470064249809307	",2020/8/4 15:48,2020/8/4 15:48,2020/8/4 15:48,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,湊湊火锅.茶憩（上海合生汇店）外卖订单 ,101.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080422001447411431112604	","226454518544        	",2020/8/4 9:35,2020/8/4 9:35,2020/8/4 9:35,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,9.2,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080422001447411429994506	","148067701616450fa9a645f666d0f968	",2020/8/4 9:32,2020/8/4 9:32,2020/8/4 9:32,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,25.68,支出      ,交易成功    ,0,0,                    ,已支出      
"20200804382299176411 	","                    	",2020/8/4 2:30,                    ,2020/8/4 2:30,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.03-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020080322001447411430229121	","20080330416417726207	",2020/8/3 22:21,2020/8/3 22:21,2020/8/3 22:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,21.61,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080322001147411430738150	","T200P1159994946422833850	",2020/8/3 22:08,2020/8/3 22:08,2020/8/6 8:28,淘宝        ,支付宝担保交易         ,neiwai内外官方旗舰店   ,【李佳琦推荐】NEIWAI内外零敏*罗纹三角杯小胸内衣女无钢圈文胸,139,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080322001447411431067576	","210_202008036830142801445584	",2020/8/3 21:25,2020/8/3 21:25,2020/8/3 21:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-仇师傅            ,14.87,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080322001447411430357535	","226324725644        	",2020/8/3 14:24,2020/8/3 14:24,2020/8/3 14:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7.1,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080322001447411430038943	","226276454444        	",2020/8/3 10:21,2020/8/3 10:21,2020/8/3 10:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200803376242160411 	","                    	",2020/8/3 2:20,                    ,2020/8/3 2:20,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.02-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020080222001447411429598027	","20080270062823569707	",2020/8/2 19:59,2020/8/2 19:59,2020/8/2 19:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,38.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080222001447411429845999	","134407430120200802155902618	",2020/8/2 15:59,2020/8/2 15:59,2020/8/2 15:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海新兰房地产开发有限公司   ,ajidou(000001N4F3701),119,支出      ,交易成功    ,0,0,                    ,已支出      
"20200802366801215411 	","                    	",2020/8/2 2:18,                    ,2020/8/2 2:18,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.01-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200801009130193000410001794388	","20200801001100121100414788721352	",2020/8/1 16:26,2020/8/1 16:26,2020/8/1 16:26,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020080122001447411429481638	","339122P386191323019461632	",2020/8/1 16:26,2020/8/1 16:26,2020/8/1 16:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纂赢商和（上海）企业发展有限公司,成都你六姐（城市集市合生汇店）-消费  ,47.07,支出      ,交易成功    ,0,0,                    ,已支出      
"2020080122001447411429552883	","20200801040510828541461	",2020/8/1 16:06,2020/8/1 16:06,2020/8/1 16:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,4,支出      ,交易成功    ,0,0,                    ,已支出      
"20200801009130193000410001785430	","20200801001100121100414788579602	",2020/8/1 12:03,2020/8/1 12:03,2020/8/1 12:03,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020080122001447411428948682	","891266000049360000200801120345000037	",2020/8/1 12:03,2020/8/1 12:03,2020/8/1 12:03,其他（包括阿里巴巴和外部商家）,即时到账交易          ,点叶Teayee        ,大红袍牛乳               ,23,支出      ,交易成功    ,0,0,                    ,已支出      
"20200801200040011100410060476884	","                    	",2020/8/1 11:57,2020/8/1 11:57,2020/8/1 11:57,支付宝网站     ,即时到账交易          ,岩岩(*杰)          ,转账                  ,20,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20200801009130193000410001635551	","20200801001100121100414788470012	",2020/8/1 10:02,2020/8/1 10:02,2020/8/1 10:02,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
